Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t0,ZHVI_t1
2003-11,Bridgeport,238900,235300,231300,226800,238900,242100
2003-12,Bridgeport,242100,238900,235300,231300,242100,245100
2004-01,Bridgeport,245100,242100,238900,235300,245100,248000
2004-02,Bridgeport,248000,245100,242100,238900,248000,250600
2004-03,Bridgeport,250600,248000,245100,242100,250600,253100
2004-04,Bridgeport,253100,250600,248000,245100,253100,255400
2004-05,Bridgeport,255400,253100,250600,248000,255400,257300
2004-06,Bridgeport,257300,255400,253100,250600,257300,258300
2004-07,Bridgeport,258300,257300,255400,253100,258300,258600
2004-08,Bridgeport,258600,258300,257300,255400,258600,258700
2004-09,Bridgeport,258700,258600,258300,257300,258700,259000
2004-10,Bridgeport,259000,258700,258600,258300,259000,259800
2004-11,Bridgeport,259800,259000,258700,258600,259800,261100
2004-12,Bridgeport,261100,259800,259000,258700,261100,262900
2005-01,Bridgeport,262900,261100,259800,259000,262900,265000
2005-02,Bridgeport,265000,262900,261100,259800,265000,267300
2005-03,Bridgeport,267300,265000,262900,261100,267300,270100
2005-04,Bridgeport,270100,267300,265000,262900,270100,273100
2005-05,Bridgeport,273100,270100,267300,265000,273100,276500
2005-06,Bridgeport,276500,273100,270100,267300,276500,280400
2005-07,Bridgeport,280400,276500,273100,270100,280400,284900
2005-08,Bridgeport,284900,280400,276500,273100,284900,289500
2005-09,Bridgeport,289500,284900,280400,276500,289500,293900
2005-10,Bridgeport,293900,289500,284900,280400,293900,297400
2005-11,Bridgeport,297400,293900,289500,284900,297400,299800
2005-12,Bridgeport,299800,297400,293900,289500,299800,301300
2006-01,Bridgeport,301300,299800,297400,293900,301300,302400
2006-02,Bridgeport,302400,301300,299800,297400,302400,303100
2006-03,Bridgeport,303100,302400,301300,299800,303100,303100
2006-04,Bridgeport,303100,303100,302400,301300,303100,302400
2006-05,Bridgeport,302400,303100,303100,302400,302400,301300
2006-06,Bridgeport,301300,302400,303100,303100,301300,300000
2006-07,Bridgeport,300000,301300,302400,303100,300000,298600
2006-08,Bridgeport,298600,300000,301300,302400,298600,297500
2006-09,Bridgeport,297500,298600,300000,301300,297500,296900
2006-10,Bridgeport,296900,297500,298600,300000,296900,296700
2006-11,Bridgeport,296700,296900,297500,298600,296700,297300
2006-12,Bridgeport,297300,296700,296900,297500,297300,298600
2007-01,Bridgeport,298600,297300,296700,296900,298600,299900
2007-02,Bridgeport,299900,298600,297300,296700,299900,301300
2007-03,Bridgeport,301300,299900,298600,297300,301300,302700
2007-04,Bridgeport,302700,301300,299900,298600,302700,304000
2007-05,Bridgeport,304000,302700,301300,299900,304000,305200
2007-06,Bridgeport,305200,304000,302700,301300,305200,306500
2007-07,Bridgeport,306500,305200,304000,302700,306500,307500
2007-08,Bridgeport,307500,306500,305200,304000,307500,308300
2007-09,Bridgeport,308300,307500,306500,305200,308300,309100
2007-10,Bridgeport,309100,308300,307500,306500,309100,309300
2007-11,Bridgeport,309300,309100,308300,307500,309300,308800
2007-12,Bridgeport,308800,309300,309100,308300,308800,307700
2008-01,Bridgeport,307700,308800,309300,309100,307700,305800
2008-02,Bridgeport,305800,307700,308800,309300,305800,303400
2008-03,Bridgeport,303400,305800,307700,308800,303400,300400
2008-04,Bridgeport,300400,303400,305800,307700,300400,296900
2008-05,Bridgeport,296900,300400,303400,305800,296900,293400
2008-06,Bridgeport,293400,296900,300400,303400,293400,290500
2008-07,Bridgeport,290500,293400,296900,300400,290500,288000
2008-08,Bridgeport,288000,290500,293400,296900,288000,286000
2008-09,Bridgeport,286000,288000,290500,293400,286000,284600
2008-10,Bridgeport,284600,286000,288000,290500,284600,283100
2008-11,Bridgeport,283100,284600,286000,288000,283100,281300
2008-12,Bridgeport,281300,283100,284600,286000,281300,279800
2009-01,Bridgeport,279800,281300,283100,284600,279800,278300
2009-02,Bridgeport,278300,279800,281300,283100,278300,276600
2009-03,Bridgeport,276600,278300,279800,281300,276600,274400
2009-04,Bridgeport,274400,276600,278300,279800,274400,271700
2009-05,Bridgeport,271700,274400,276600,278300,271700,268600
2009-06,Bridgeport,268600,271700,274400,276600,268600,265200
2009-07,Bridgeport,265200,268600,271700,274400,265200,261900
2009-08,Bridgeport,261900,265200,268600,271700,261900,259500
2009-09,Bridgeport,259500,261900,265200,268600,259500,258300
2009-10,Bridgeport,258300,259500,261900,265200,258300,257900
2009-11,Bridgeport,257900,258300,259500,261900,257900,257700
2009-12,Bridgeport,257700,257900,258300,259500,257700,258100
2010-01,Bridgeport,258100,257700,257900,258300,258100,259000
2010-02,Bridgeport,259000,258100,257700,257900,259000,257900
2010-03,Bridgeport,257900,259000,258100,257700,257900,256400
2010-04,Bridgeport,256400,257900,259000,258100,256400,256600
2010-05,Bridgeport,256600,256400,257900,259000,256600,257100
2010-06,Bridgeport,257100,256600,256400,257900,257100,255800
2010-07,Bridgeport,255800,257100,256600,256400,255800,254900
2010-08,Bridgeport,254900,255800,257100,256600,254900,253700
2010-09,Bridgeport,253700,254900,255800,257100,253700,251400
2010-10,Bridgeport,251400,253700,254900,255800,251400,249200
2010-11,Bridgeport,249200,251400,253700,254900,249200,246600
2010-12,Bridgeport,246600,249200,251400,253700,246600,243800
2011-01,Bridgeport,243800,246600,249200,251400,243800,242000
2011-02,Bridgeport,242000,243800,246600,249200,242000,241100
2011-03,Bridgeport,241100,242000,243800,246600,241100,239300
2011-04,Bridgeport,239300,241100,242000,243800,239300,236800
2011-05,Bridgeport,236800,239300,241100,242000,236800,234100
2011-06,Bridgeport,234100,236800,239300,241100,234100,231600
2011-07,Bridgeport,231600,234100,236800,239300,231600,230100
2011-08,Bridgeport,230100,231600,234100,236800,230100,229000
2011-09,Bridgeport,229000,230100,231600,234100,229000,226500
2011-10,Bridgeport,226500,229000,230100,231600,226500,223000
2011-11,Bridgeport,223000,226500,229000,230100,223000,221200
2011-12,Bridgeport,221200,223000,226500,229000,221200,219400
2012-01,Bridgeport,219400,221200,223000,226500,219400,217100
2012-02,Bridgeport,217100,219400,221200,223000,217100,216500
2012-03,Bridgeport,216500,217100,219400,221200,216500,218500
2012-04,Bridgeport,218500,216500,217100,219400,218500,220300
2012-05,Bridgeport,220300,218500,216500,217100,220300,222000
2012-06,Bridgeport,222000,220300,218500,216500,222000,224300
2012-07,Bridgeport,224300,222000,220300,218500,224300,226900
2012-08,Bridgeport,226900,224300,222000,220300,226900,229000
2012-09,Bridgeport,229000,226900,224300,222000,229000,231200
2012-10,Bridgeport,231200,229000,226900,224300,231200,234000
2012-11,Bridgeport,234000,231200,229000,226900,234000,236600
2012-12,Bridgeport,236600,234000,231200,229000,236600,239000
2013-01,Bridgeport,239000,236600,234000,231200,239000,240600
2013-02,Bridgeport,240600,239000,236600,234000,240600,241400
2013-03,Bridgeport,241400,240600,239000,236600,241400,241800
2013-04,Bridgeport,241800,241400,240600,239000,241800,241700
2013-05,Bridgeport,241700,241800,241400,240600,241700,242800
2013-06,Bridgeport,242800,241700,241800,241400,242800,245400
2013-07,Bridgeport,245400,242800,241700,241800,245400,245600
2013-08,Bridgeport,245600,245400,242800,241700,245600,244100
2013-09,Bridgeport,244100,245600,245400,242800,244100,243900
2013-10,Bridgeport,243900,244100,245600,245400,243900,243800
2013-11,Bridgeport,243800,243900,244100,245600,243800,243400
2013-12,Bridgeport,243400,243800,243900,244100,243400,243800
2014-01,Bridgeport,243800,243400,243800,243900,243800,244200
2014-02,Bridgeport,244200,243800,243400,243800,244200,244400
2014-03,Bridgeport,244400,244200,243800,243400,244400,245200
2014-04,Bridgeport,245200,244400,244200,243800,245200,246100
2014-05,Bridgeport,246100,245200,244400,244200,246100,246300
2014-06,Bridgeport,246300,246100,245200,244400,246300,246100
2014-07,Bridgeport,246100,246300,246100,245200,246100,246000
2014-08,Bridgeport,246000,246100,246300,246100,246000,245700
2014-09,Bridgeport,245700,246000,246100,246300,245700,244800
2014-10,Bridgeport,244800,245700,246000,246100,244800,244100
2014-11,Bridgeport,244100,244800,245700,246000,244100,244200
2014-12,Bridgeport,244200,244100,244800,245700,244200,244800
2015-01,Bridgeport,244800,244200,244100,244800,244800,245400
2015-02,Bridgeport,245400,244800,244200,244100,245400,246400
2015-03,Bridgeport,246400,245400,244800,244200,246400,247900
2015-04,Bridgeport,247900,246400,245400,244800,247900,251000
2015-05,Bridgeport,251000,247900,246400,245400,251000,255500
2015-06,Bridgeport,255500,251000,247900,246400,255500,259300
2015-07,Bridgeport,259300,255500,251000,247900,259300,261500
2015-08,Bridgeport,261500,259300,255500,251000,261500,263400
2015-09,Bridgeport,263400,261500,259300,255500,263400,265100
2015-10,Bridgeport,265100,263400,261500,259300,265100,267000
2015-11,Bridgeport,267000,265100,263400,261500,267000,269200
2015-12,Bridgeport,269200,267000,265100,263400,269200,270700
2016-01,Bridgeport,270700,269200,267000,265100,270700,272200
2016-02,Bridgeport,272200,270700,269200,267000,272200,273800
2016-03,Bridgeport,273800,272200,270700,269200,273800,274700
2016-04,Bridgeport,274700,273800,272200,270700,274700,274400
2016-05,Bridgeport,274400,274700,273800,272200,274400,274300
2016-06,Bridgeport,274300,274400,274700,273800,274300,276300
2016-07,Bridgeport,276300,274300,274400,274700,276300,279400
2016-08,Bridgeport,279400,276300,274300,274400,279400,282600
2016-09,Bridgeport,282600,279400,276300,274300,282600,286300
2016-10,Bridgeport,286300,282600,279400,276300,286300,290600
2016-11,Bridgeport,290600,286300,282600,279400,290600,293000
2016-12,Bridgeport,293000,290600,286300,282600,293000,294100
2017-01,Bridgeport,294100,293000,290600,286300,294100,295500
2017-02,Bridgeport,295500,294100,293000,290600,295500,297500
2017-03,Bridgeport,297500,295500,294100,293000,297500,298700
2017-04,Bridgeport,298700,297500,295500,294100,298700,299100
2017-05,Bridgeport,299100,298700,297500,295500,299100,298700
2017-06,Bridgeport,298700,299100,298700,297500,298700,296800
2017-07,Bridgeport,296800,298700,299100,298700,296800,296300
2017-08,Bridgeport,296300,296800,298700,299100,296300,297300
2017-09,Bridgeport,297300,296300,296800,298700,297300,298900
2017-10,Bridgeport,298900,297300,296300,296800,298900,299000
2017-11,Bridgeport,299000,298900,297300,296300,299000,297200
2017-12,Bridgeport,297200,299000,298900,297300,297200,295600
2018-01,Bridgeport,295600,297200,299000,298900,295600,295900
2018-02,Bridgeport,295900,295600,297200,299000,295900,295700
2018-03,Bridgeport,295700,295900,295600,297200,295700,296400
2018-04,Bridgeport,296400,295700,295900,295600,296400,301100
2018-05,Bridgeport,301100,296400,295700,295900,301100,306500
2018-06,Bridgeport,306500,301100,296400,295700,306500,310300
2018-07,Bridgeport,310300,306500,301100,296400,310300,313900
2018-08,Bridgeport,313900,310300,306500,301100,313900,317500
2018-09,Bridgeport,317500,313900,310300,306500,317500,319300
2018-10,Bridgeport,319300,317500,313900,310300,319300,320700
2018-11,Bridgeport,320700,319300,317500,313900,320700,322500
2018-12,Bridgeport,322500,320700,319300,317500,322500,325500
2019-01,Bridgeport,325500,322500,320700,319300,325500,329400
2019-02,Bridgeport,329400,325500,322500,320700,329400,333300
2019-03,Bridgeport,333300,329400,325500,322500,333300,335700
2019-04,Bridgeport,335700,333300,329400,325500,335700,333700
2019-05,Bridgeport,333700,335700,333300,329400,333700,328500
2019-06,Bridgeport,328500,333700,335700,333300,328500,323500
2019-07,Bridgeport,323500,328500,333700,335700,323500,320200
2001-04,Cragin,185900,183700,181600,179300,185900,188000
2001-05,Cragin,188000,185900,183700,181600,188000,190100
2001-06,Cragin,190100,188000,185900,183700,190100,192100
2001-07,Cragin,192100,190100,188000,185900,192100,194200
2001-08,Cragin,194200,192100,190100,188000,194200,196200
2001-09,Cragin,196200,194200,192100,190100,196200,198300
2001-10,Cragin,198300,196200,194200,192100,198300,200400
2001-11,Cragin,200400,198300,196200,194200,200400,202600
2001-12,Cragin,202600,200400,198300,196200,202600,204800
2002-01,Cragin,204800,202600,200400,198300,204800,207000
2002-02,Cragin,207000,204800,202600,200400,207000,209000
2002-03,Cragin,209000,207000,204800,202600,209000,211000
2002-04,Cragin,211000,209000,207000,204800,211000,212900
2002-05,Cragin,212900,211000,209000,207000,212900,214900
2002-06,Cragin,214900,212900,211000,209000,214900,216700
2002-07,Cragin,216700,214900,212900,211000,216700,218500
2002-08,Cragin,218500,216700,214900,212900,218500,220300
2002-09,Cragin,220300,218500,216700,214900,220300,222200
2002-10,Cragin,222200,220300,218500,216700,222200,224100
2002-11,Cragin,224100,222200,220300,218500,224100,225800
2002-12,Cragin,225800,224100,222200,220300,225800,227800
2003-01,Cragin,227800,225800,224100,222200,227800,230200
2003-02,Cragin,230200,227800,225800,224100,230200,232800
2003-03,Cragin,232800,230200,227800,225800,232800,235300
2003-04,Cragin,235300,232800,230200,227800,235300,237700
2003-05,Cragin,237700,235300,232800,230200,237700,240000
2003-06,Cragin,240000,237700,235300,232800,240000,242400
2003-07,Cragin,242400,240000,237700,235300,242400,244700
2003-08,Cragin,244700,242400,240000,237700,244700,247100
2003-09,Cragin,247100,244700,242400,240000,247100,249300
2003-10,Cragin,249300,247100,244700,242400,249300,251300
2003-11,Cragin,251300,249300,247100,244700,251300,253100
2003-12,Cragin,253100,251300,249300,247100,253100,254900
2004-01,Cragin,254900,253100,251300,249300,254900,256800
2004-02,Cragin,256800,254900,253100,251300,256800,259000
2004-03,Cragin,259000,256800,254900,253100,259000,261500
2004-04,Cragin,261500,259000,256800,254900,261500,264100
2004-05,Cragin,264100,261500,259000,256800,264100,267000
2004-06,Cragin,267000,264100,261500,259000,267000,270000
2004-07,Cragin,270000,267000,264100,261500,270000,273000
2004-08,Cragin,273000,270000,267000,264100,273000,276100
2004-09,Cragin,276100,273000,270000,267000,276100,279300
2004-10,Cragin,279300,276100,273000,270000,279300,282200
2004-11,Cragin,282200,279300,276100,273000,282200,285000
2004-12,Cragin,285000,282200,279300,276100,285000,287400
2005-01,Cragin,287400,285000,282200,279300,287400,289300
2005-02,Cragin,289300,287400,285000,282200,289300,291100
2005-03,Cragin,291100,289300,287400,285000,291100,293300
2005-04,Cragin,293300,291100,289300,287400,293300,295800
2005-05,Cragin,295800,293300,291100,289300,295800,298800
2005-06,Cragin,298800,295800,293300,291100,298800,302300
2005-07,Cragin,302300,298800,295800,293300,302300,305800
2005-08,Cragin,305800,302300,298800,295800,305800,309200
2005-09,Cragin,309200,305800,302300,298800,309200,312400
2005-10,Cragin,312400,309200,305800,302300,312400,315700
2005-11,Cragin,315700,312400,309200,305800,315700,319200
2005-12,Cragin,319200,315700,312400,309200,319200,322600
2006-01,Cragin,322600,319200,315700,312400,322600,325500
2006-02,Cragin,325500,322600,319200,315700,325500,328400
2006-03,Cragin,328400,325500,322600,319200,328400,331100
2006-04,Cragin,331100,328400,325500,322600,331100,333000
2006-05,Cragin,333000,331100,328400,325500,333000,334400
2006-06,Cragin,334400,333000,331100,328400,334400,336000
