Date,ZillowNeighborhood,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL,CONCEALED CARRY LICENSE VIOLATION,HUMAN TRAFFICKING,ZHVI,TotalCrime
2014-02,Albany Park,0,11,39,7,0,39,3,5,0,0,0,0,1,2,11,14,0,6,0,15,1,1,0,6,2,0,34,2,0,0,0,0,0,0,196000,199.0
2014-03,Albany Park,0,17,37,11,2,33,3,10,0,0,0,0,0,0,9,11,0,2,0,14,0,2,0,9,0,0,38,3,0,0,0,0,0,0,197600,201.0
2014-04,Albany Park,0,9,46,13,0,31,6,7,0,0,1,0,0,1,12,22,0,1,0,18,0,4,0,12,1,0,45,1,0,0,0,0,0,0,200200,230.0
2014-05,Albany Park,1,19,49,10,1,30,5,9,1,0,0,1,0,3,4,17,0,1,0,16,0,6,0,6,1,0,44,5,0,0,0,0,0,0,202000,229.0
2014-06,Albany Park,1,15,40,7,2,28,3,12,1,0,2,0,0,1,15,15,0,4,0,12,4,4,0,9,2,0,37,2,0,0,0,0,0,0,202300,216.0
2014-07,Albany Park,1,15,44,5,0,32,2,14,0,0,0,1,0,0,10,23,0,2,0,8,0,3,0,12,4,0,43,1,0,0,0,0,0,0,202700,220.0
2014-08,Albany Park,0,14,53,9,1,45,2,9,0,1,2,0,0,0,18,19,0,2,0,15,20,1,0,9,2,0,39,0,0,0,0,0,0,0,204000,261.0
2014-09,Albany Park,1,16,42,13,1,25,3,10,0,0,0,0,0,1,11,14,0,2,0,13,0,2,0,7,2,0,51,2,0,0,0,0,0,0,205500,216.0
2014-10,Albany Park,0,14,41,8,0,42,6,12,0,0,2,0,0,1,18,12,0,0,0,9,0,1,0,4,2,0,50,0,0,0,0,0,0,0,206300,222.0
2014-11,Albany Park,0,13,31,10,1,28,6,10,0,0,0,0,1,2,12,12,0,4,0,12,0,3,0,17,0,0,40,3,0,0,0,0,0,0,207500,205.0
2014-12,Albany Park,0,10,43,9,3,37,4,5,0,1,1,0,0,0,11,8,0,0,0,8,0,2,0,13,0,1,48,0,0,0,0,0,0,0,209100,204.0
2015-01,Albany Park,0,15,50,13,2,25,4,5,0,0,0,0,0,0,17,7,0,3,0,6,1,4,0,12,3,0,39,2,0,0,0,0,0,0,209600,208.0
2015-02,Albany Park,0,16,38,8,3,40,4,13,0,0,0,0,0,1,8,6,0,5,0,7,1,1,0,4,2,0,47,3,0,0,0,0,0,0,209600,207.0
2015-03,Albany Park,1,22,47,9,3,40,4,10,1,1,1,0,0,0,12,17,0,4,0,15,0,7,0,3,0,0,51,2,0,0,0,0,0,0,210900,250.0
2015-04,Albany Park,1,12,28,10,3,18,5,11,0,0,0,0,0,2,8,9,0,4,0,17,0,4,0,5,2,0,43,3,0,0,0,0,0,0,212900,185.0
2015-05,Albany Park,1,16,65,8,0,44,4,4,0,2,1,1,1,0,14,10,0,1,0,21,0,1,0,10,2,0,43,1,0,0,0,0,0,0,214200,250.0
2015-06,Albany Park,0,11,59,7,2,47,5,8,0,0,0,0,0,2,15,13,0,0,0,12,0,0,0,9,0,0,49,1,1,0,0,0,0,0,216300,241.0
2015-07,Albany Park,1,12,33,6,0,33,3,5,0,1,1,0,1,0,6,11,0,0,0,6,0,0,0,11,2,0,56,3,0,0,0,0,1,0,218900,192.0
2015-08,Albany Park,0,8,53,16,1,40,1,13,0,0,1,0,0,0,15,10,0,4,0,12,0,2,0,5,0,0,33,2,0,0,0,0,0,0,220800,216.0
2015-09,Albany Park,0,19,48,15,0,41,2,14,0,0,0,0,0,0,14,10,0,1,0,12,0,1,0,10,1,0,40,4,0,0,0,0,0,0,222100,232.0
2015-10,Albany Park,0,20,47,29,2,28,3,11,0,0,1,0,0,0,10,18,0,3,0,11,0,1,0,8,1,0,52,3,0,0,0,0,0,0,224500,248.0
2015-11,Albany Park,2,19,42,21,1,18,4,6,0,0,0,0,1,0,11,5,0,1,0,10,0,0,0,7,2,0,44,2,0,0,0,0,0,0,227200,196.0
2015-12,Albany Park,0,7,55,26,1,35,3,4,0,2,0,0,0,0,18,7,0,1,0,14,1,1,0,7,1,0,51,0,0,0,0,0,0,0,229400,234.0
2016-01,Albany Park,0,13,43,26,0,30,1,15,0,2,0,0,0,0,10,6,0,4,0,10,0,0,0,11,1,1,43,1,0,0,0,0,0,0,231600,217.0
2016-02,Albany Park,0,16,47,3,2,35,0,13,0,0,0,0,0,0,15,2,0,4,0,13,0,0,0,9,1,0,33,0,0,1,0,0,0,0,234600,194.0
2016-03,Albany Park,0,17,46,7,2,29,3,15,0,1,0,0,0,0,18,4,0,2,0,19,0,0,0,15,1,0,46,3,0,0,0,0,0,0,236800,228.0
2016-04,Albany Park,1,16,54,4,2,38,1,10,0,0,0,0,1,0,21,4,0,1,0,20,0,0,0,14,1,0,32,3,0,0,0,0,0,0,237600,223.0
2016-05,Albany Park,1,18,54,14,2,31,3,5,1,0,1,0,0,0,11,5,0,4,0,19,0,2,0,12,1,0,27,2,0,0,0,0,0,0,239100,213.0
2016-06,Albany Park,0,15,46,5,1,23,0,15,0,0,0,0,0,0,19,4,0,2,0,11,0,1,0,12,2,0,36,0,0,0,0,0,0,0,242200,192.0
2016-07,Albany Park,1,10,46,8,6,23,3,17,0,0,0,0,1,0,16,7,0,4,0,8,0,1,0,17,2,0,48,1,0,0,0,0,0,0,244800,219.0
2016-08,Albany Park,0,14,46,9,1,53,5,18,0,0,1,0,0,0,8,5,0,4,0,22,0,1,0,18,2,0,42,4,0,0,0,0,0,0,246100,253.0
2016-09,Albany Park,0,13,55,17,2,19,5,14,0,1,0,0,0,0,10,2,0,1,0,11,0,2,0,20,6,2,48,3,0,0,0,0,0,0,248000,231.0
2016-10,Albany Park,0,9,38,10,2,35,9,14,0,0,1,1,0,0,10,5,0,1,0,15,0,1,0,13,1,0,46,4,0,0,0,0,0,0,250000,215.0
2016-11,Albany Park,1,12,39,21,2,35,4,15,0,0,0,0,0,0,8,3,0,3,0,13,0,0,0,18,1,0,56,2,0,0,0,0,0,0,251200,233.0
2016-12,Albany Park,0,5,35,15,0,30,4,25,0,1,1,2,0,0,15,0,0,2,0,6,0,0,0,16,3,0,60,0,0,0,0,0,0,0,251400,220.0
2017-01,Albany Park,2,7,53,10,1,26,3,12,1,0,0,0,0,0,24,1,0,6,0,16,0,1,0,13,2,0,52,3,0,0,0,0,0,0,252000,233.0
2017-02,Albany Park,1,3,31,5,1,31,6,19,0,0,0,0,0,0,16,6,0,3,0,13,0,0,0,14,1,0,37,3,0,0,0,0,0,0,253100,190.0
2017-03,Albany Park,2,11,41,11,2,27,2,19,0,0,0,0,0,0,13,1,0,2,0,15,0,0,0,9,3,0,36,2,0,0,0,0,0,0,254600,196.0
2017-04,Albany Park,0,18,33,10,1,42,3,12,0,0,1,1,0,0,7,0,0,3,0,19,0,0,0,11,1,1,52,1,0,0,0,0,0,0,256500,216.0
2017-05,Albany Park,0,11,48,21,0,49,7,18,0,1,0,0,1,0,10,0,1,3,0,16,0,0,0,7,3,0,80,1,0,0,0,0,0,0,257900,277.0
2017-06,Albany Park,2,10,51,21,2,37,3,15,0,0,0,0,0,1,16,2,0,5,0,11,0,2,0,11,2,0,72,2,0,0,0,0,0,0,257500,265.0
2017-07,Albany Park,0,9,38,28,2,30,5,8,0,0,0,0,0,1,14,1,0,2,0,13,0,1,0,7,2,0,73,0,0,0,0,0,0,0,256400,234.0
2017-08,Albany Park,0,15,49,16,4,29,5,12,0,0,0,0,0,0,13,6,0,2,0,20,0,0,0,14,1,0,72,1,0,0,0,0,0,0,255500,259.0
2017-09,Albany Park,0,12,49,14,0,27,5,11,0,0,0,0,1,0,18,5,0,1,0,12,0,1,0,19,2,0,52,2,0,0,0,0,0,0,254900,231.0
2017-10,Albany Park,0,15,38,14,1,31,4,15,0,1,0,0,0,0,22,1,1,3,0,10,0,1,0,11,0,0,67,2,0,0,0,0,0,0,256100,237.0
2017-11,Albany Park,0,11,33,15,1,23,2,9,0,0,1,0,0,0,12,2,0,0,0,16,0,0,0,16,2,0,65,2,0,0,0,0,0,0,258800,210.0
2017-12,Albany Park,0,7,37,23,0,25,4,16,0,0,0,0,0,0,18,3,0,1,0,17,0,1,0,19,1,0,60,2,0,0,0,0,0,0,260500,234.0
2018-01,Albany Park,1,6,54,16,1,36,5,14,0,0,0,0,0,0,15,2,0,2,0,14,0,0,0,20,2,0,52,2,0,0,0,0,0,0,262000,242.0
2018-02,Albany Park,0,16,40,12,2,11,1,17,0,0,0,0,0,0,20,2,0,3,0,14,0,0,0,11,0,0,41,1,0,0,0,0,0,0,263800,191.0
2018-03,Albany Park,0,11,48,13,1,31,5,7,0,0,0,0,1,0,16,5,0,2,0,14,0,0,0,25,1,0,54,6,0,0,0,0,0,0,265400,240.0
2018-04,Albany Park,0,12,40,13,0,29,4,13,0,0,0,0,2,0,8,2,0,1,0,14,0,1,0,15,2,0,51,6,0,0,0,0,1,0,267300,214.0
2018-05,Albany Park,0,26,50,18,0,33,7,12,0,0,0,0,1,0,5,1,0,3,0,18,0,0,0,12,4,0,62,3,0,0,0,0,0,0,268600,255.0
2018-06,Albany Park,0,17,53,24,2,31,6,22,0,0,0,0,0,0,9,0,0,3,0,13,0,0,0,12,0,0,51,1,0,0,0,0,0,0,267800,244.0
2018-07,Albany Park,0,10,53,23,0,42,4,9,0,0,1,2,0,0,6,2,0,1,0,16,0,0,0,20,1,0,57,2,0,0,0,0,0,0,266500,249.0
2018-08,Albany Park,0,10,52,17,1,29,2,18,0,2,0,0,0,0,14,0,0,0,0,7,0,1,0,11,2,0,32,4,0,0,0,0,0,0,266300,202.0
2018-09,Albany Park,0,16,54,10,1,30,2,17,0,0,1,0,0,0,17,2,0,2,0,16,0,0,0,10,1,0,58,4,0,0,0,0,0,0,266000,241.0
2018-10,Albany Park,0,11,47,11,2,30,10,15,0,1,0,0,0,0,15,4,0,5,0,17,0,1,0,5,0,0,58,2,0,0,0,0,0,0,265200,234.0
2018-11,Albany Park,0,17,35,4,1,26,2,10,0,0,0,0,1,2,12,4,0,1,0,18,0,2,0,6,0,0,36,4,0,0,0,0,0,0,264800,181.0
2018-12,Albany Park,0,13,43,13,2,29,6,11,0,0,1,0,0,1,11,11,0,0,0,8,0,2,0,13,2,0,45,2,0,0,0,0,0,0,264500,213.0
2019-01,Albany Park,0,17,31,8,2,21,4,6,0,0,0,0,0,0,11,9,0,1,0,16,0,0,0,2,2,0,35,2,0,0,0,0,0,0,265000,167.0
2019-02,Albany Park,0,10,26,7,0,23,4,10,0,0,0,0,0,0,10,5,0,3,0,10,0,0,0,4,3,0,37,4,0,0,0,0,0,0,267200,156.0
2019-03,Albany Park,0,13,38,9,0,15,8,13,0,0,1,0,0,0,5,1,0,3,0,10,0,4,0,5,0,0,43,2,0,0,0,0,0,0,267700,170.0
2019-04,Albany Park,0,14,33,18,2,29,2,10,0,0,1,0,1,0,17,6,0,1,0,12,1,0,0,9,2,2,62,4,0,0,0,0,0,0,265900,226.0
2019-05,Albany Park,0,14,36,12,3,22,9,17,1,1,1,0,0,0,10,4,0,4,0,15,0,3,0,3,0,0,40,3,0,0,0,0,0,0,264100,198.0
2019-06,Albany Park,0,15,48,15,0,18,6,12,0,1,0,0,0,1,6,7,0,1,0,12,1,0,0,9,0,1,49,4,0,0,0,0,0,0,263400,206.0
2019-07,Albany Park,1,12,37,11,1,26,2,18,0,0,0,0,0,0,8,4,0,2,0,15,0,1,0,15,2,0,45,9,0,0,0,0,0,0,262600,209.0
2019-08,Albany Park,0,21,43,11,1,31,2,14,0,0,0,0,0,1,9,6,0,0,0,11,0,2,0,6,2,0,56,4,0,0,0,0,0,0,261500,220.0
2019-09,Albany Park,1,15,33,11,4,34,7,8,0,0,0,0,0,1,5,7,0,1,0,9,0,1,0,7,0,0,64,7,0,0,0,0,0,0,261300,215.0
2001-01,Archer Heights,2,71,245,42,6,85,15,28,0,1,0,0,0,1,53,278,0,13,0,76,17,1,0,47,5,2,142,15,0,0,0,0,0,0,134100,1145.0
2001-02,Archer Heights,2,62,220,45,4,105,20,18,1,3,1,0,1,1,48,263,0,5,0,70,21,7,0,46,4,1,131,10,0,0,0,0,0,0,135000,1089.0
2001-03,Archer Heights,2,84,297,55,7,130,9,25,3,5,0,1,1,8,53,247,0,5,0,75,12,6,0,65,3,1,147,12,0,0,0,0,0,0,135800,1253.0
2001-04,Archer Heights,2,88,298,39,3,125,12,13,4,4,0,0,0,1,44,222,0,5,0,50,14,10,0,55,3,1,155,13,0,0,0,0,0,0,136600,1161.0
2001-05,Archer Heights,1,79,341,36,8,111,15,11,4,3,2,1,0,2,69,226,0,10,0,61,14,12,0,58,4,1,131,17,0,0,0,0,0,0,137400,1217.0
2001-06,Archer Heights,6,89,325,47,4,144,23,16,2,2,0,0,3,1,61,214,0,6,0,47,31,5,0,44,4,1,149,7,0,0,0,0,0,0,138200,1231.0
2001-07,Archer Heights,4,92,368,60,7,130,20,15,5,6,2,0,0,0,60,183,0,12,0,58,34,6,0,47,8,1,150,12,0,0,0,0,0,0,139000,1280.0
2001-08,Archer Heights,2,105,286,62,4,137,12,16,8,3,2,0,3,5,64,243,0,5,0,63,18,8,0,67,9,0,153,19,0,0,0,0,0,0,140000,1294.0
2001-09,Archer Heights,4,107,312,59,5,107,17,21,3,1,0,0,1,1,77,212,0,10,0,57,11,8,0,48,3,3,173,15,0,0,0,0,0,0,141000,1255.0
2001-10,Archer Heights,4,93,300,77,8,173,17,26,1,6,1,1,0,1,93,194,0,5,0,64,33,4,0,65,4,0,188,14,0,0,0,0,0,0,142100,1372.0
2001-11,Archer Heights,1,84,291,65,8,135,16,14,4,2,1,0,5,2,82,236,0,5,0,53,46,1,0,46,4,0,157,12,0,0,0,0,0,0,143300,1270.0
2001-12,Archer Heights,4,62,242,62,3,104,24,19,2,0,3,1,1,5,68,223,0,9,0,44,38,2,0,61,4,1,169,13,0,0,0,0,0,0,144600,1164.0
2002-01,Archer Heights,3,64,228,45,6,101,16,24,4,2,0,2,0,1,64,260,0,4,0,56,35,5,0,36,5,0,123,17,0,0,0,0,0,0,145900,1101.0
2002-02,Archer Heights,2,71,203,42,6,99,17,15,0,2,1,0,1,1,42,257,0,8,0,65,21,8,0,43,1,0,115,10,0,0,0,0,0,0,147200,1030.0
2002-03,Archer Heights,3,73,264,54,3,111,15,8,3,3,2,2,4,4,50,252,0,4,0,66,23,3,0,38,1,1,122,12,0,0,0,0,0,0,148500,1121.0
2002-04,Archer Heights,1,82,290,53,3,120,26,16,4,1,1,1,0,8,54,275,0,6,0,75,26,5,0,53,5,1,139,11,0,0,0,0,0,0,149700,1256.0
2002-05,Archer Heights,1,107,341,56,8,151,14,15,5,2,0,0,1,1,55,287,0,11,0,61,45,4,0,54,3,1,146,13,0,0,0,0,0,0,150800,1382.0
2002-06,Archer Heights,2,112,384,62,5,117,23,15,4,0,0,1,1,2,46,351,0,11,0,48,19,7,0,55,13,1,145,16,0,0,0,0,0,0,151900,1440.0
2002-07,Archer Heights,1,107,363,85,7,152,21,16,5,6,0,3,1,1,53,273,0,7,0,77,50,4,0,63,7,1,149,20,0,0,0,0,0,0,153000,1472.0
2002-08,Archer Heights,0,91,325,75,8,152,18,27,5,6,0,1,1,4,53,235,0,7,0,61,40,6,0,62,2,0,156,21,0,0,0,0,0,0,154200,1356.0
2002-09,Archer Heights,4,85,333,74,1,119,26,23,6,3,1,1,1,3,63,222,0,6,0,70,48,2,0,60,4,1,141,17,0,0,0,0,0,0,155400,1314.0
2002-10,Archer Heights,2,82,279,78,2,127,19,14,6,3,1,0,1,3,64,337,0,9,0,64,50,3,0,45,3,2,152,19,0,0,0,0,0,0,156700,1365.0
2002-11,Archer Heights,3,72,236,63,4,121,15,17,0,2,0,3,1,0,45,323,0,8,0,60,24,5,0,45,4,1,134,15,0,0,0,0,0,0,158000,1201.0
2002-12,Archer Heights,1,70,239,45,2,96,11,17,3,2,1,1,0,4,71,360,0,3,0,65,59,6,0,58,5,0,159,15,0,0,0,0,0,0,159200,1293.0
2003-01,Archer Heights,0,57,224,56,5,118,20,25,1,3,2,2,2,3,49,292,0,9,0,59,54,6,0,62,4,1,152,18,0,0,0,0,0,0,160500,1224.0
2003-02,Archer Heights,3,64,217,46,3,75,17,17,0,0,2,0,2,4,42,281,0,2,0,61,32,2,0,33,2,0,137,9,0,0,0,0,0,0,161800,1051.0
2003-03,Archer Heights,4,76,283,37,3,122,6,22,2,2,1,0,4,3,55,263,0,7,0,61,18,3,0,39,4,1,142,21,0,0,0,0,0,0,163300,1179.0
2003-04,Archer Heights,3,64,306,30,1,144,13,18,2,5,2,0,4,0,48,295,1,7,0,58,25,7,0,50,4,0,134,10,0,0,0,0,0,0,164800,1231.0
2003-05,Archer Heights,4,88,350,59,4,131,17,22,2,2,0,0,2,0,67,284,0,4,0,67,32,5,0,59,3,0,181,12,0,0,0,0,0,0,166700,1395.0
2003-06,Archer Heights,2,65,330,38,6,159,13,14,7,2,2,1,3,1,55,233,0,4,0,61,38,9,0,68,5,0,150,15,0,0,0,0,0,0,168800,1281.0
2003-07,Archer Heights,3,81,347,52,5,148,23,31,2,3,2,2,0,4,80,314,0,9,0,75,23,6,0,66,3,0,170,11,0,0,0,0,0,0,171300,1460.0
2003-08,Archer Heights,1,91,305,51,4,140,28,16,6,5,1,0,1,2,77,556,0,13,0,78,35,6,0,71,5,0,187,23,0,0,0,0,0,0,174100,1702.0
2003-09,Archer Heights,2,82,314,43,3,116,15,18,4,2,0,1,3,1,65,295,0,11,0,52,47,4,0,49,4,0,169,19,0,0,0,0,0,0,176800,1319.0
2003-10,Archer Heights,3,70,285,72,3,167,8,24,4,1,0,1,0,0,63,325,0,7,0,63,28,4,0,60,6,0,200,18,0,0,0,0,0,0,179500,1412.0
2003-11,Archer Heights,4,50,246,78,5,125,16,12,4,4,4,1,0,1,42,316,0,6,0,57,12,4,0,54,3,2,148,20,0,0,0,0,0,0,182000,1214.0
2003-12,Archer Heights,1,56,235,68,2,94,20,24,3,4,1,0,2,3,65,292,0,3,0,65,27,1,0,41,4,0,132,20,0,0,0,0,0,0,184100,1163.0
2004-01,Archer Heights,3,46,241,35,6,104,19,26,0,3,3,2,1,3,47,346,0,2,0,70,13,3,0,35,1,1,148,19,0,0,0,0,0,0,186000,1177.0
2004-02,Archer Heights,1,67,226,61,1,103,14,17,1,1,0,3,2,1,38,341,0,11,0,55,14,6,0,39,1,2,142,6,0,0,0,0,0,0,187700,1153.0
2004-03,Archer Heights,2,79,267,61,2,146,25,18,3,2,2,0,1,0,57,358,0,9,0,68,15,2,0,40,3,0,174,10,0,0,0,0,0,0,189500,1344.0
2004-04,Archer Heights,3,84,287,34,3,165,18,16,6,2,1,0,0,2,58,393,0,8,0,56,41,9,0,41,3,0,165,10,0,0,0,0,0,0,191400,1405.0
2004-05,Archer Heights,2,84,322,48,2,132,17,22,12,0,2,1,1,2,65,353,0,9,0,78,43,5,0,41,6,0,128,20,0,0,0,0,0,0,193400,1395.0
2004-06,Archer Heights,4,94,343,55,7,101,15,16,11,3,2,1,1,2,55,314,0,9,0,59,38,4,0,35,0,1,159,17,0,0,0,0,0,0,195300,1346.0
2004-07,Archer Heights,2,94,364,59,7,152,17,20,8,2,0,1,1,3,51,289,0,9,0,56,75,5,0,46,5,0,197,13,0,0,0,0,0,0,196900,1476.0
2004-08,Archer Heights,2,92,358,76,4,176,26,22,12,0,2,0,0,2,47,318,0,10,0,83,42,5,0,47,7,0,221,12,0,0,0,0,0,0,198200,1564.0
2004-09,Archer Heights,1,82,278,70,6,142,21,24,5,2,4,3,1,0,52,365,0,3,0,60,25,5,0,40,2,0,200,12,0,0,0,0,0,0,199200,1403.0
2004-10,Archer Heights,3,91,280,51,6,164,29,14,3,1,2,3,3,2,54,373,0,3,0,69,31,3,0,49,3,0,194,23,0,0,0,0,0,0,200300,1454.0
2004-11,Archer Heights,5,79,241,57,2,142,20,15,2,0,5,0,0,0,48,410,0,5,0,66,25,2,0,48,3,1,164,20,0,0,0,0,0,0,201700,1360.0
2004-12,Archer Heights,3,70,223,49,4,130,14,18,1,1,1,0,0,1,57,306,0,5,0,52,24,4,0,48,6,0,138,23,0,0,0,0,0,0,203400,1178.0
2005-01,Archer Heights,3,64,255,27,2,109,14,15,0,0,2,0,1,0,58,324,0,9,0,76,41,2,0,42,2,0,137,15,0,0,0,0,0,0,205600,1198.0
2005-02,Archer Heights,1,71,207,30,3,116,13,13,1,0,4,0,1,2,54,306,0,7,0,54,46,4,0,30,6,1,110,16,0,0,0,0,0,0,208100,1096.0
2005-03,Archer Heights,2,71,271,44,4,125,13,15,0,3,1,0,2,2,51,359,0,5,0,73,32,8,0,30,2,2,145,12,0,0,0,0,0,0,210900,1272.0
2005-04,Archer Heights,3,80,325,69,1,138,19,19,6,0,2,0,1,3,54,345,0,6,0,69,32,7,0,58,5,1,140,17,0,0,0,0,0,0,213900,1400.0
2005-05,Archer Heights,1,95,364,65,1,170,11,29,4,2,1,0,0,0,63,326,0,7,0,73,27,11,0,51,4,2,151,20,0,0,0,0,0,0,216800,1478.0
2005-06,Archer Heights,1,97,299,67,5,104,26,27,7,3,3,1,1,1,53,302,0,6,0,64,19,7,0,58,3,2,173,13,1,0,0,0,0,0,219600,1343.0
2005-07,Archer Heights,1,85,331,55,4,155,22,20,8,3,0,2,1,2,72,413,0,7,0,66,31,3,0,60,2,1,172,18,0,0,0,0,0,0,222300,1534.0
2005-08,Archer Heights,2,80,296,44,6,154,20,21,8,4,3,0,2,3,55,272,0,10,0,53,19,8,0,45,3,1,198,13,0,0,0,0,0,0,224800,1320.0
2005-09,Archer Heights,4,79,276,49,1,154,21,15,11,2,1,1,0,0,57,259,0,4,0,66,27,6,0,49,4,1,153,16,0,0,0,0,0,0,227200,1256.0
2005-10,Archer Heights,1,58,237,52,3,170,10,26,20,1,1,1,0,4,65,317,0,11,0,60,8,3,0,48,3,0,168,18,0,0,0,0,0,0,229300,1285.0
2005-11,Archer Heights,1,49,216,63,3,137,14,17,5,6,2,2,1,1,48,386,0,4,0,61,20,9,0,56,2,1,155,10,0,0,0,0,0,0,231400,1269.0
2005-12,Archer Heights,2,43,190,49,2,94,18,21,2,5,1,1,1,0,59,281,0,5,0,47,11,2,0,51,5,1,135,12,0,0,0,0,0,0,233500,1038.0
2006-01,Archer Heights,2,63,219,58,2,158,15,15,0,1,3,1,0,5,59,423,0,10,0,65,38,4,0,67,7,0,137,19,0,0,0,0,0,0,235300,1371.0
2006-02,Archer Heights,2,49,228,28,0,106,16,19,2,1,1,1,2,4,57,259,0,9,0,60,16,2,0,60,5,0,110,10,0,0,0,0,0,0,236900,1047.0
2006-03,Archer Heights,4,50,255,39,6,122,9,13,4,1,0,1,2,3,58,302,0,4,0,71,17,8,0,43,5,0,147,5,0,0,0,0,0,0,238500,1169.0
2006-04,Archer Heights,4,47,265,56,3,148,18,27,8,2,2,1,0,4,53,312,0,6,0,65,40,6,0,46,7,0,156,16,0,0,0,0,0,0,239900,1292.0
2006-05,Archer Heights,1,92,290,77,2,149,19,21,11,2,1,0,1,0,72,282,0,1,0,60,25,9,0,43,7,0,142,13,0,0,0,0,0,0,240900,1320.0
2006-06,Archer Heights,5,68,269,47,2,128,17,18,21,2,3,0,2,4,57,398,0,11,0,62,58,13,0,44,8,1,135,12,0,0,0,0,0,0,241700,1385.0
2006-07,Archer Heights,2,71,320,73,8,124,20,15,10,4,0,0,0,7,54,343,0,6,0,66,41,5,0,48,2,0,164,20,0,0,0,0,0,0,242600,1403.0
2006-08,Archer Heights,2,66,266,68,4,134,21,26,14,1,3,1,1,2,54,409,0,4,0,60,69,8,0,51,1,1,185,17,0,0,0,0,0,0,243700,1468.0
2006-09,Archer Heights,2,77,281,39,3,119,16,21,20,5,4,0,1,6,48,355,0,5,0,59,45,8,0,49,2,0,161,15,0,0,0,0,0,0,245000,1341.0
2006-10,Archer Heights,3,57,250,52,4,129,28,17,8,4,2,0,3,4,54,247,0,4,0,58,58,8,0,42,8,0,187,14,0,0,0,0,0,0,246100,1241.0
2006-11,Archer Heights,3,74,215,44,2,131,16,21,5,2,1,0,0,4,50,324,0,6,0,65,37,6,0,52,5,1,165,10,0,0,0,0,0,0,246900,1239.0
2006-12,Archer Heights,0,58,225,57,5,101,21,12,4,1,2,0,0,3,57,245,0,3,0,65,8,4,0,53,1,1,144,11,0,0,0,0,0,0,247400,1081.0
2007-01,Archer Heights,0,58,196,39,6,131,12,11,1,0,2,1,0,1,56,336,0,9,0,79,35,7,0,39,5,0,171,12,0,0,0,0,0,0,247700,1207.0
2007-02,Archer Heights,1,60,189,43,2,91,10,24,0,1,3,1,1,1,46,247,0,7,0,84,35,5,0,35,3,0,106,14,0,0,0,0,0,0,247600,1009.0
2007-03,Archer Heights,3,89,255,47,2,124,16,23,2,1,3,0,1,0,63,242,0,5,0,71,26,12,0,43,6,1,159,18,0,0,0,0,0,0,247100,1212.0
2007-04,Archer Heights,4,82,256,47,2,141,15,11,7,3,4,1,1,5,59,233,0,4,0,93,32,9,0,45,5,0,157,5,0,0,0,0,0,0,246400,1221.0
2007-05,Archer Heights,2,104,318,60,6,128,24,14,24,0,3,2,0,1,40,233,0,4,0,64,28,11,0,48,1,0,172,8,0,0,0,0,0,0,245300,1295.0
2007-06,Archer Heights,4,73,326,48,8,126,25,18,14,1,2,1,0,1,48,221,0,8,0,70,34,14,0,44,1,0,159,6,0,0,0,0,0,0,244200,1252.0
2007-07,Archer Heights,3,80,318,51,3,142,38,20,18,1,8,0,0,5,47,253,0,7,0,80,18,14,0,47,2,1,173,6,0,0,0,0,0,0,243300,1335.0
2007-08,Archer Heights,3,77,299,63,4,142,26,27,14,1,0,0,1,5,48,299,0,6,0,78,62,5,0,47,3,0,168,8,0,0,0,0,0,0,242600,1386.0
2007-09,Archer Heights,1,70,285,49,6,144,20,22,19,3,4,1,0,1,42,321,0,2,0,52,39,26,0,40,1,0,193,14,0,0,0,0,0,0,241900,1355.0
2007-10,Archer Heights,3,87,283,60,6,190,23,23,12,0,4,0,1,1,62,252,0,7,0,70,30,7,0,43,4,0,178,9,0,0,0,0,0,0,241100,1355.0
2007-11,Archer Heights,1,72,229,59,5,147,19,11,8,0,2,1,0,4,39,319,0,5,0,61,11,12,0,40,4,1,179,8,0,0,0,0,0,0,240000,1237.0
2007-12,Archer Heights,4,66,206,58,2,128,20,19,3,0,1,1,0,2,49,295,0,4,0,58,21,10,0,47,6,0,139,8,0,0,0,0,0,0,238200,1147.0
2008-01,Archer Heights,2,65,187,32,6,93,26,30,3,4,2,0,1,3,36,254,0,6,0,49,21,2,0,30,4,1,142,17,0,0,0,0,0,0,235900,1016.0
2008-02,Archer Heights,6,53,193,30,4,82,16,33,0,1,3,0,3,3,33,217,0,2,0,63,39,4,0,37,4,1,127,4,0,0,0,0,0,0,233200,958.0
2008-03,Archer Heights,4,100,230,44,4,145,18,53,2,1,2,0,2,3,63,249,0,1,0,77,31,6,0,44,3,1,134,19,0,0,0,0,0,0,230300,1236.0
